daycombo,unitbox,yday,year,f_rfid,m_rfid,Offset,Limit,FemFeed,MalFeed,FemTotal,MalTotal
2_14-179,2_14,179,2019,04195A4268,04198E15CA,14,11,120,157,2692,4798
2_14-180,2_14,180,2019,04195A4268,04198E15CA,15,11,86,103,587,1263
2_14-181,2_14,181,2019,04195A4268,04198E15CA,16,25.5,94,83,622,1073
2_14-182,2_14,182,2019,04195A4268,04198E15CA,17,25.5,81,37,659,224
2_14-183,2_14,183,2019,04195A4268,04198E15CA,18,25.5,48,46,430,859
2_14-184,2_14,184,2019,04195A4268,04198E15CA,19,NA,NA,NA,401,686
2_14-185,2_14,185,2019,04195A4268,04198E15CA,20,NA,NA,NA,NA,7
2_15-159,2_15,159,2019,04198E0F66,04198E94AC,1,136.5,148,NA,940,NA
2_15-160,2_15,160,2019,04198E0F66,04198E94AC,2,136.5,147,NA,742,NA
2_15-161,2_15,161,2019,04198E0F66,04198E94AC,3,136.5,126,NA,466,NA
2_15-162,2_15,162,2019,04198E0F66,04198E94AC,4,55.5,175,NA,327,NA
2_15-163,2_15,163,2019,04198E0F66,04198E94AC,5,55.5,205,NA,323,NA
2_15-164,2_15,164,2019,04198E0F66,04198E94AC,6,55.5,17,NA,26,NA
2_15-165,2_15,165,2019,04198E0F66,04198E94AC,7,36.5,1,9,1,215
2_15-166,2_15,166,2019,04198E0F66,04198E94AC,8,36.5,NA,39,NA,1049
2_15-167,2_15,167,2019,04198E0F66,04198E94AC,9,36.5,NA,13,NA,205
2_15-168,2_15,168,2019,04198E0F66,04198E94AC,10,20,NA,8,NA,123
2_15-169,2_15,169,2019,04198E0F66,04198E94AC,11,20,NA,1,NA,12
2_15-170,2_15,170,2019,04198E0F66,04198E94AC,12,20,NA,2,NA,33
2_19-153,2_19,153,2019,04198E48F1,,1,136.5,125,NA,390,NA
2_19-154,2_19,154,2019,04198E48F1,,2,136.5,87,NA,260,NA
2_20-153,2_20,153,2019,04198E48F8,0419AE930E,1,136.5,128,NA,303,NA
2_20-154,2_20,154,2019,04198E48F8,0419AE930E,2,136.5,117,NA,266,NA
2_20-155,2_20,155,2019,04198E48F8,0419AE930E,3,136.5,115,NA,290,NA
2_20-156,2_20,156,2019,04198E48F8,0419AE930E,4,55.5,165,NA,379,NA
2_20-157,2_20,157,2019,04198E48F8,0419AE930E,5,55.5,173,NA,370,NA
2_20-158,2_20,158,2019,04198E48F8,0419AE930E,6,55.5,148,NA,525,NA
2_20-159,2_20,159,2019,04198E48F8,0419AE930E,7,36.5,239,NA,749,NA
2_20-160,2_20,160,2019,04198E48F8,0419AE930E,8,36.5,227,NA,670,NA
2_20-161,2_20,161,2019,04198E48F8,0419AE930E,9,36.5,148,NA,297,NA
2_20-162,2_20,162,2019,04198E48F8,0419AE930E,10,20,211,NA,415,NA
2_20-163,2_20,163,2019,04198E48F8,0419AE930E,11,20,221,NA,431,NA
2_20-164,2_20,164,2019,04198E48F8,0419AE930E,12,20,101,NA,261,NA
2_20-165,2_20,165,2019,04198E48F8,0419AE930E,13,11,198,NA,415,NA
2_20-166,2_20,166,2019,04198E48F8,0419AE930E,14,11,222,NA,448,NA
2_20-167,2_20,167,2019,04198E48F8,0419AE930E,15,11,85,NA,189,NA
2_20-168,2_20,168,2019,04198E48F8,0419AE930E,16,25.5,199,NA,420,NA
2_20-169,2_20,169,2019,04198E48F8,0419AE930E,17,25.5,144,NA,307,NA
2_20-170,2_20,170,2019,04198E48F8,0419AE930E,18,25.5,150,NA,482,NA
2_20-171,2_20,171,2019,04198E48F8,0419AE930E,19,NA,NA,NA,78,NA
2_20-172,2_20,172,2019,04198E48F8,0419AE930E,20,NA,NA,NA,81,NA
2_20-173,2_20,173,2019,04198E48F8,0419AE930E,21,NA,NA,NA,105,NA
2_22-158,2_22,158,2019,04198E69FD,,1,136.5,49,NA,739,NA
2_29-158,2_29,158,2019,04195984BC,04198E8CDF,1,136.5,6,3,18,220
2_29-159,2_29,159,2019,04195984BC,04198E8CDF,2,136.5,84,68,569,3252
2_29-160,2_29,160,2019,04195984BC,04198E8CDF,3,136.5,127,97,590,2472
2_29-161,2_29,161,2019,04195984BC,04198E8CDF,4,55.5,149,129,399,774
2_29-162,2_29,162,2019,04195984BC,04198E8CDF,5,55.5,169,151,328,406
2_29-163,2_29,163,2019,04195984BC,04198E8CDF,6,55.5,162,155,451,698
2_29-164,2_29,164,2019,04195984BC,04198E8CDF,7,36.5,136,90,226,252
2_29-165,2_29,165,2019,04195984BC,04198E8CDF,8,36.5,207,139,543,395
2_29-166,2_29,166,2019,04195984BC,04198E8CDF,9,36.5,281,161,655,464
2_29-167,2_29,167,2019,04195984BC,04198E8CDF,10,20,73,38,164,87
2_29-168,2_29,168,2019,04195984BC,04198E8CDF,11,20,331,259,613,527
2_29-169,2_29,169,2019,04195984BC,04198E8CDF,12,20,281,163,859,652
2_29-170,2_29,170,2019,04195984BC,04198E8CDF,13,11,274,150,1181,1623
2_29-171,2_29,171,2019,04195984BC,04198E8CDF,14,11,274,136,584,446
2_29-172,2_29,172,2019,04195984BC,04198E8CDF,15,11,293,141,803,482
2_29-173,2_29,173,2019,04195984BC,04198E8CDF,16,25.5,219,172,955,826
2_29-174,2_29,174,2019,04195984BC,04198E8CDF,17,25.5,229,183,1263,1074
2_29-175,2_29,175,2019,04195984BC,04198E8CDF,18,25.5,164,168,497,474
2_29-176,2_29,176,2019,04195984BC,04198E8CDF,19,NA,NA,NA,659,388
2_29-177,2_29,177,2019,04195984BC,04198E8CDF,20,NA,NA,NA,241,198
2_29-178,2_29,178,2019,04195984BC,04198E8CDF,21,NA,NA,NA,59,46
2_3-158,2_3,158,2019,04198E288C,04198E1020,1,136.5,121,95,961,4997
2_3-159,2_3,159,2019,04198E288C,04198E1020,2,136.5,146,101,2813,3359
2_3-160,2_3,160,2019,04198E288C,04198E1020,3,136.5,135,122,2111,3128
2_3-161,2_3,161,2019,04198E288C,04198E1020,4,55.5,186,165,869,940
2_3-162,2_3,162,2019,04198E288C,04198E1020,5,55.5,259,190,581,864
2_3-163,2_3,163,2019,04198E288C,04198E1020,6,55.5,242,176,873,729
2_3-164,2_3,164,2019,04198E288C,04198E1020,7,36.5,214,119,362,458
2_3-165,2_3,165,2019,04198E288C,04198E1020,8,36.5,293,181,554,651
2_3-166,2_3,166,2019,04198E288C,04198E1020,9,36.5,348,263,711,896
2_3-167,2_3,167,2019,04198E288C,04198E1020,10,20,171,141,419,708
2_3-168,2_3,168,2019,04198E288C,04198E1020,11,20,434,268,1214,1105
2_3-169,2_3,169,2019,04198E288C,04198E1020,12,20,330,221,908,946
2_3-170,2_3,170,2019,04198E288C,04198E1020,13,11,374,181,1171,1429
2_3-171,2_3,171,2019,04198E288C,04198E1020,14,11,159,233,447,829
2_3-172,2_3,172,2019,04198E288C,04198E1020,15,11,291,144,769,445
2_3-173,2_3,173,2019,04198E288C,04198E1020,16,25.5,268,195,762,662
2_3-174,2_3,174,2019,04198E288C,04198E1020,17,25.5,191,184,521,714
2_3-175,2_3,175,2019,04198E288C,04198E1020,18,25.5,190,181,554,756
2_3-176,2_3,176,2019,04198E288C,04198E1020,19,NA,NA,NA,475,427
2_3-177,2_3,177,2019,04198E288C,04198E1020,20,NA,NA,NA,188,164
2_3-178,2_3,178,2019,04198E288C,04198E1020,21,NA,NA,NA,100,103
2_3-179,2_3,179,2019,04198E288C,04198E1020,22,NA,NA,NA,36,27
2_31-162,2_31,162,2019,04198E18E4,04195A217C,1,136.5,87,NA,288,NA
2_31-163,2_31,163,2019,04198E18E4,04195A217C,2,136.5,113,NA,458,NA
2_31-164,2_31,164,2019,04198E18E4,04195A217C,3,136.5,57,NA,180,NA
2_31-165,2_31,165,2019,04198E18E4,04195A217C,4,55.5,134,NA,454,NA
2_31-166,2_31,166,2019,04198E18E4,04195A217C,5,55.5,199,NA,387,NA
2_31-167,2_31,167,2019,04198E18E4,04195A217C,6,55.5,114,NA,278,NA
2_31-168,2_31,168,2019,04198E18E4,04195A217C,7,36.5,241,139,774,317
2_31-169,2_31,169,2019,04198E18E4,04195A217C,8,36.5,203,195,1689,369
2_31-170,2_31,170,2019,04198E18E4,04195A217C,9,36.5,206,248,2751,501
2_31-171,2_31,171,2019,04198E18E4,04195A217C,10,20,144,178,1529,332
2_31-172,2_31,172,2019,04198E18E4,04195A217C,11,20,189,238,748,463
2_31-173,2_31,173,2019,04198E18E4,04195A217C,12,20,162,280,547,517
2_31-174,2_31,174,2019,04198E18E4,04195A217C,13,11,194,324,1075,581
2_31-175,2_31,175,2019,04198E18E4,04195A217C,14,11,140,221,481,435
2_31-176,2_31,176,2019,04198E18E4,04195A217C,15,11,143,247,583,536
2_31-177,2_31,177,2019,04198E18E4,04195A217C,16,25.5,138,240,726,518
2_31-178,2_31,178,2019,04198E18E4,04195A217C,17,25.5,133,263,744,675
2_31-179,2_31,179,2019,04198E18E4,04195A217C,18,25.5,99,180,691,447
2_31-180,2_31,180,2019,04198E18E4,04195A217C,19,NA,NA,NA,344,292
2_31-181,2_31,181,2019,04198E18E4,04195A217C,20,NA,NA,NA,283,219
2_31-182,2_31,182,2019,04198E18E4,04195A217C,21,NA,NA,NA,223,143
2_31-183,2_31,183,2019,04198E18E4,04195A217C,22,NA,NA,NA,69,53
2_31-184,2_31,184,2019,04198E18E4,04195A217C,23,NA,NA,NA,2,10
2_32-157,2_32,157,2019,04198E176D,04198E4E1E,1,136.5,137,NA,352,NA
